10 36
15 92
20 218
25 410
30 238
35 371
40 569
45 812
50 1145
55 1551
60 1990
65 2507
70 3137
75 3794
80 4593
85 5769
90 6742
95 8112
100 9389
105 10669
110 12446
115 14363
120 15998
125 18175
130 20474
135 23023
140 25908
145 28357
150 32018
155 35010
160 38484
165 42354
170 46582
175 50229
180 55605
185 59618
190 66717
195 73224
200 76245
205 81294
210 87159
215 93376
220 100023
225 108164
230 114534
235 122900
240 132482
245 139287
250 146640
255 155652
260 165109
265 175403
270 185864
275 199122
280 209662
285 219266
290 229917
295 259985
300 253139
