10 13
15 30
20 71
25 137
30 248
35 377
40 563
45 810
50 1128
55 1523
60 1976
65 2591
70 3189
75 3925
80 4762
85 5605
90 6616
95 7993
100 9246
105 10763
110 12403
115 14429
120 16364
125 18370
130 20827
135 22988
140 26378
145 28867
150 32176
155 35799
160 38811
165 42625
170 47027
175 50994
180 55880
185 60239
190 64806
195 70875
200 75967
205 81337
210 87908
215 94940
220 101570
225 107593
230 115656
235 123112
240 131366
245 141183
250 147731
255 157559
260 166984
265 183501
270 201839
275 208855
280 211673
285 226968
290 240144
295 250158
300 259555
