10 12
15 34
20 75
25 137
30 237
35 384
40 562
45 822
50 1104
55 1553
60 1907
65 2520
70 3171
75 3904
80 4574
85 5749
90 6731
95 7963
100 9239
105 10718
110 12383
115 14371
120 15944
125 18816
130 20334
135 23036
140 25637
145 30626
150 31567
155 34834
160 38416
165 41681
170 46236
175 50445
180 55160
185 60409
190 65224
195 70581
200 75912
205 81520
210 87885
215 94851
220 100749
225 106819
230 126491
235 146047
240 156001
245 165988
250 179446
255 186534
260 198472
265 210285
270 221721
275 234709
280 247723
285 259995
290 274350
295 289521
300 303191
